id;videojuego;modelo;categoria_patron;descripcion;ubicacion_ui;frecuencia_sesion;retorica_color;retorica_tamano;sesgo_psicologico;ref_captura;marca_tiempo;clicks;alerta_sonora
WOW_041;Wow;Suscripcion;Reward_Manipulation;Completo una mision secundaria;En_partida;1;Amarillo;Pequeno;Refuerzo_Intermitente;CWOW_41;0:58:42;;True
WOW_042;Wow;Suscripcion;Reward_Manipulation;Subo de nivel;En_partida;1;Amarillo;Pequeno;Refuerzo_Intermitente;CWOW_42;0:58:47;;True
FFXIV_001;FFXIV;Suscripcion;Sunk_Cost;Empezamos el juego creando a nuestro personaje a nuestro gusto entre distintas razas;Menu_Principal;1;Azul;Grande;Efecto_Dotacion;FF_01;0:01:59;;False
FFXIV_002;FFXIV;Suscripcion;Social_Proof;El servidor esta congestionado y nos tocas esperar un minuto;Menu_Principal;1;Gris;Pequeno;Efecto_Arrastre_(Bandwagon);FF_02;0:05:48;;False
FFXIV_003;FFXIV;Suscripcion;Reward_Manipulation;Comenzamos la primera mision;En_partida;1;Amarillo;Medio;Refuerzo_Intermitente;FF_03;0:07:41;;True
FFXIV_004;FFXIV;Suscripcion;Reward_Manipulation;Completamos la primera mision;En_partida;1;Amarillo;Medio;Refuerzo_Intermitente;FF_04;0:08:10;;True
FFXIV_005;FFXIV;Suscripcion;Reward_Manipulation;Subimos al nivel 2;En_partida;1;Amarillo;Medio;Refuerzo_Intermitente;FF_05;0:09:19;;True
FFXIV_006;FFXIV;Suscripcion;Reward_Manipulation;Comenzamos una mision;En_partida;1;Amarillo;Medio;Refuerzo_Intermitente;FF_06;0:10:17;;True
FFXIV_007;FFXIV;Suscripcion;Reward_Manipulation;Aceptamos una mision secundaria;En_partida;1;Amarillo;Medio;Refuerzo_Intermitente;FF_07;0:11:24;;True
FFXIV_008;FFXIV;Suscripcion;Reward_Manipulation;Aceptamos una mision secundaria;En_partida;1;Amarillo;Medio;Refuerzo_Intermitente;FF_08;0:12:12;;True
FFXIV_009;FFXIV;Suscripcion;Reward_Manipulation;Completamos una mision;En_partida;1;Amarillo;Medio;Refuerzo_Intermitente;FF_09;0:12:42;;True
FFXIV_010;FFXIV;Suscripcion;Reward_Manipulation;Aceptamos una mision secundaria;En_partida;1;Amarillo;Medio;Refuerzo_Intermitente;FF_10;0:12:59;;True
FFXIV_011;FFXIV;Suscripcion;Reward_Manipulation;Aceptamos una mision secundaria;En_partida;1;Amarillo;Medio;Refuerzo_Intermitente;FF_11;0:14:12;;True
FFXIV_012;FFXIV;Suscripcion;Reward_Manipulation;Aceptamos una mision secundaria;En_partida;1;Amarillo;Medio;Refuerzo_Intermitente;FF_12;0:18:38;;True
FFXIV_013;FFXIV;Suscripcion;Reward_Manipulation;Aceptamos una mision secundaria;En_partida;1;Amarillo;Medio;Refuerzo_Intermitente;FF_13;0:19:00;;True
FFXIV_014;FFXIV;Suscripcion;Reward_Manipulation;Aceptamos una mision principal;En_partida;1;Amarillo;Medio;Refuerzo_Intermitente;FF_14;0:19:21;;True
FFXIV_015;FFXIV;Suscripcion;Reward_Manipulation;Aceptamos una mision secundaria;En_partida;1;Amarillo;Medio;Refuerzo_Intermitente;FF_15;0:19:32;;True
FFXIV_016;FFXIV;Suscripcion;Reward_Manipulation;Completamos una mision secundaria;En_partida;1;Amarillo;Medio;Refuerzo_Intermitente;FF_16;0:21:20;;True
FFXIV_017;FFXIV;Suscripcion;Reward_Manipulation;Aceptamos una mision secundaria;En_partida;1;Amarillo;Medio;Refuerzo_Intermitente;FF_17;0:24:49;;True
FFXIV_018;FFXIV;Suscripcion;Reward_Manipulation;Entramos en una zona nueva y desbloqueamos un logro;En_partida;1;Amarillo;Medio;Refuerzo_Intermitente;FF_18;0:27:07;;True
FFXIV_019;FFXIV;Suscripcion;Time_Obstruction;Matamos a 9 enemigos para completar el objetivo de una mision;En_partida;9;Amarillo;Medio;Falacia_Coste_Hundido;FF_19;0:30:54;;True
FFXIV_020;FFXIV;Suscripcion;Reward_Manipulation;Subimos al nivel 4;En_partida;1;Amarillo;Medio;Refuerzo_Intermitente;FF_20;0:31:53;;True
FFXIV_021;FFXIV;Suscripcion;Reward_Manipulation;Completamos una mision;En_partida;1;Amarillo;Medio;Refuerzo_Intermitente;FF_21;0:34:14;;True
FFXIV_022;FFXIV;Suscripcion;Reward_Manipulation;Entramos en una zona nueva y desbloqueamos un logro;En_partida;1;Amarillo;Medio;Refuerzo_Intermitente;FF_22;0:35:47;;True
FFXIV_023;FFXIV;Suscripcion;Reward_Manipulation;Completamos el objetivo de una mision de derrotar 4 enemigos;En_partida;4;Amarillo;Medio;Refuerzo_Intermitente;FF_23;0:37:03;;True
FFXIV_024;FFXIV;Suscripcion;Reward_Manipulation;Completamos una mision;En_partida;1;Amarillo;Medio;Refuerzo_Intermitente;FF_24;0:40:24;;True
FFXIV_025;FFXIV;Suscripcion;Reward_Manipulation;Aceptamos una mision secundaria;En_partida;1;Amarillo;Medio;Refuerzo_Intermitente;FF_25;0:40:33;;True
FFXIV_026;FFXIV;Suscripcion;Reward_Manipulation;Completamos una mision;En_partida;1;Amarillo;Medio;Refuerzo_Intermitente;FF_26;0:41:13;;True
FFXIV_027;FFXIV;Suscripcion;Reward_Manipulation;Completamos una mision;En_partida;1;Amarillo;Medio;Refuerzo_Intermitente;FF_27;0:41:46;;True
FFXIV_028;FFXIV;Suscripcion;Reward_Manipulation;Completamos una mision;En_partida;1;Amarillo;Medio;Refuerzo_Intermitente;FF_28;0:42:00;;True
FFXIV_029;FFXIV;Suscripcion;Reward_Manipulation;Completamos una mision;En_partida;1;Amarillo;Medio;Refuerzo_Intermitente;FF_29;0:42:41;;True
FFXIV_030;FFXIV;Suscripcion;Reward_Manipulation;Subimos al nivel 5;En_partida;1;Amarillo;Medio;Refuerzo_Intermitente;FF_30;0:42:42;;True
FFXIV_031;FFXIV;Suscripcion;Reward_Manipulation;Aceptamos una mision principal;En_partida;1;Amarillo;Medio;Refuerzo_Intermitente;FF_31;0:42:52;;True
FFXIV_032;FFXIV;Suscripcion;Reward_Manipulation;Completamos una mision secundaria;En_partida;1;Amarillo;Medio;Refuerzo_Intermitente;FF_32;0:44:19;;True
FFXIV_033;FFXIV;Suscripcion;Reward_Manipulation;Completamos una mision secundaria;En_partida;1;Amarillo;Medio;Refuerzo_Intermitente;FF_33;0:45:52;;True
FFXIV_034;FFXIV;Suscripcion;Reward_Manipulation;Aceptamos una mision secundaria;En_partida;1;Amarillo;Medio;Refuerzo_Intermitente;FF_34;0:46:49;;True
FFXIV_035;FFXIV;Suscripcion;Reward_Manipulation;Aceptamos una mision secundaria;En_partida;1;Amarillo;Medio;Refuerzo_Intermitente;FF_35;0:47:01;;True
FFXIV_036;FFXIV;Suscripcion;Reward_Manipulation;Completamos una mision secundaria;En_partida;1;Amarillo;Medio;Refuerzo_Intermitente;FF_36;0:47:14;;True
FFXIV_037;FFXIV;Suscripcion;Reward_Manipulation;Aceptamos una mision secundaria;En_partida;1;Amarillo;Medio;Refuerzo_Intermitente;FF_37;0:54:17;;True
FFXIV_038;FFXIV;Suscripcion;Reward_Manipulation;Aceptamos una mision secundaria;En_partida;1;Amarillo;Medio;Refuerzo_Intermitente;FF_38;0:54:27;;True
FFXIV_039;FFXIV;Suscripcion;Reward_Manipulation;Completamos una mision secundaria;En_partida;1;Amarillo;Medio;Refuerzo_Intermitente;FF_39;0:55:35;;True
